003597af8a184e9f	2	AABB	2
00642d6d5c6ac629	1	ABBB	4
0065921c8faf1109	0	BBBB	0
006a83940561b7bf	1	ABBB	7
009aab0988eb7975	1	ABBB	10
00ba2218819c2347	3	AAAB	4
0101efb9e718e8b5	3	AAAB	6
0119c534ac2e49c1	2	AABB	3
0127922324824df3	2	AABB	13
0128282ab06a0661	2	AABB	14
01d201a3c8f81791	2	AABB	27
0223c8100342cc28	4	AAAA	1
0275a90ecffe7671	1	ABBB	33
02a5d0f587678263	2	AABB	12
02d245ff59891e4c	2	AABB	42
02ec0cc5f50e18e4	1	ABBB	37
033c1d3e7c348135	0	BBBB	7
033f0edc8558de97	2	AABB	16
036e4b1c886dd243	2	AABB	50
038305797ad2029a	1	ABBB	42
03a07cdadfd896c2	3	AAAB	26
03b98a5ed3f7246a	1	ABBB	47
03d8afd5612604d0	3	AAAB	31
04055f435cbc1c2e	2	AABB	20
0420ebf028aa9d6f	3	AAAB	34
0432e4eeb1544b3a	2	AABB	60
0440681e879754ea	2	AABB	62
04a82d59d677a074	3	AAAB	43
04acf555e6d6dbb0	1	ABBB	59
04df606bb844af19	2	AABB	72
04e33b8b008d1fee	0	BBBB	14
050e4d3a9cfa8f3a	1	ABBB	63
05425d6f810b0523	1	ABBB	68
05523267c3bcb83a	2	AABB	75
0564a033fb3ae09e	1	ABBB	70
05900f4994c8ad66	4	AAAA	5
0594b02299a8c029	1	ABBB	74
05cb72e6408409ef	2	AABB	79
05dd8e79156ec278	3	AAAB	59
05e2af8dcce22051	2	AABB	80
05f3a4d572af7e15	2	AABB	30
05fb58825577f99d	2	AABB	81
0618505118203ce6	3	AAAB	61
067fe4bb4329b6d2	2	AABB	33
06d6e9fdaa2bb4b9	3	AAAB	69
0725093ae03f16f6	2	AABB	96
07337171fe784739	4	AAAA	7
0750f3f90876d60e	0	BBBB	23
0753cd9f9708e804	1	ABBB	101
075915e437f29094	2	AABB	98
079bec278da073d7	2	AABB	103
0836e1fa2996ee47	1	ABBB	110
084c29173fab404a	2	AABB	45
087592644efc94cb	3	AAAB	87
087f7ec9906f4d2e	3	AAAB	88
08881b313fa69f2c	1	ABBB	117
08ace6baaed713be	2	AABB	119
08ca12e07da757b8	4	AAAA	9
08de10d1cfafe597	2	AABB	124
08f3ae2782d7748c	1	ABBB	127
0905b5bb2f3eebcf	1	ABBB	128
09894418696ac7d4	2	AABB	52
099be4052c77dab4	2	AABB	132
09a23a36fad47520	1	ABBB	137
09b8ef1a4d78b977	3	AAAB	98
09fcb7723cda4d0c	3	AAAB	104
0a4a415d12b008a1	1	ABBB	145
0a5acff54f93af2e	2	AABB	56
0a841e4f8d157f7d	3	AAAB	108
0acf01a66181c16b	2	AABB	151
0ad0118cbe9fa19e	3	AAAB	114
0ad9dd8cf40067ee	2	AABB	152
0ae7625227a2effe	1	ABBB	156
0af7efba68694f6b	1	ABBB	157
0b2b7e54c36298b3	1	ABBB	160
0b2cdbce85378546	2	AABB	65
0b32c0ad0df9dc5d	3	AAAB	116
0b455043f14871f7	3	AAAB	119
0b92dbf9626160c6	3	AAAB	122
0bb75b1f999bf308	3	AAAB	126
0bb87e3cbed39f14	2	AABB	69
0bbee37fe45d9447	0	BBBB	39
0bd7473b04b7aefd	1	ABBB	165
0beed1cd4f788c58	2	AABB	70
0bff873b525e9d4a	2	AABB	72
0c3dd15c76839335	2	AABB	169
0c88acb45458e82f	2	AABB	73
0c8e11d7857fc041	3	AAAB	131
0cbcd5967689a3d5	1	ABBB	173
0cde4277d35ee8b1	2	AABB	77
0d0be7ac8a4fba3c	2	AABB	175
0d1070c9fb3d52b8	2	AABB	81
0d27d1c53e67aa6c	1	ABBB	176
0d514bea71fe1be0	1	ABBB	180
0d57852fd16e9fc6	2	AABB	85
0d78c128e8635fe8	4	AAAA	13
0d7b6c70c4a216ee	1	ABBB	187
0da907e060124ccb	2	AABB	184
0db404c43c88e287	0	BBBB	44
0df03b5c3e6a8f3b	2	AABB	187
0df386cd80006155	4	AAAA	15
0df527fed1b0ac29	1	ABBB	195
0dfd6e8b91c40c3d	3	AAAB	155
0e16acf9625da49e	1	ABBB	198
0e3883c1055d7f60	3	AAAB	157
0e62d0a823d91fbb	1	ABBB	203
0e6d26822a628ddd	3	AAAB	159
0e90f8cf0012429c	1	ABBB	205
0edb7674d9430baa	3	AAAB	166
0f030a1444ab6ce6	1	ABBB	210
0f2bbaa8bd823d8e	4	AAAA	26
0f38e41a024599a1	2	AABB	95
0f46f805572eee66	0	BBBB	47
0f60c53e650be341	0	BBBB	48
0fdaffc675ff9d4d	2	AABB	213
1023a4069f9b505e	1	ABBB	227
1069d20f657b20c6	3	AAAB	174
107351478f046890	2	AABB	217
10d9196a2e87e162	1	ABBB	238
111a8b30527598ab	4	AAAA	33
112c07799adea61f	1	ABBB	241
114a559d9e1bb112	2	AABB	227
116a4ff3f7e73c42	4	AAAA	34
116d6bd9349d7c77	1	ABBB	246
1172d08c5f2fe995	2	AABB	106
1198c64c289bcd84	2	AABB	230
11dfecd4fdee46a0	2	AABB	109
11eaef932f664d73	1	ABBB	251
11fc301643cb6b2b	1	ABBB	252
1208771f33e598f8	3	AAAB	193
120b58adb0030b3b	0	BBBB	55
123d4bf81a2f9473	2	AABB	234
123e28704e71d6ca	4	AAAA	19
1245eb021836ca64	2	AABB	111
12614d4d4b5c4228	4	AAAA	35
12662a2408a67d37	0	BBBB	57
12b393308882cd98	2	AABB	116
130555942d5199c5	2	AABB	120
135b8cb295746a55	2	AABB	245
136e336a56215c40	0	BBBB	61
13a503e2cfd87e2c	1	ABBB	278
13c9dd852e61abde	2	AABB	251
141cbfd69cac2587	1	ABBB	282
14295427df9bad47	1	ABBB	284
1430bb501b02eb93	3	AAAB	216
14368fa4364a7287	1	ABBB	286
1452f7617e233c15	2	AABB	254
147ac44b46ebb4b3	1	ABBB	289
14c750b4357ebb05	2	AABB	128
15161fae06600c42	3	AAAB	230
15719a1de63df481	0	BBBB	64
158f91b455fc11e3	2	AABB	131
15cbb8087a6bed04	4	AAAA	25
15d45921ec0b9c24	2	AABB	270
15ed144312925e2f	2	AABB	272
15f9dbbdd1bfd6df	1	ABBB	306
163b8151b81aa41c	3	AAAB	239
163bcaf2f19e5e9f	2	AABB	275
166b3d4623100d12	3	AAAB	242
168ea7c10224e4aa	1	ABBB	314
168f9e60b5ca8ac3	3	AAAB	246
16901ad8da65ec11	1	ABBB	315
170cdeae9f32f03d	2	AABB	283
1720cc9c1364c4db	3	AAAB	252
1741faf66cdbaa1d	2	AABB	140
17c6df499c086b61	2	AABB	289
1807297277b6fcf2	2	AABB	290
18677b9411d87875	2	AABB	143
186cd759a6de6c9f	1	ABBB	344
187d3c39fc8c626a	1	ABBB	346
18b282125bf248f0	1	ABBB	347
18ce121e6b291b72	3	AAAB	266
18cf51c8ea59ce67	2	AABB	145
19b2187490fabac2	2	AABB	302
19b83b6dd588506c	2	AABB	304
19baa33be97e6c37	4	AAAA	50
19dfe10c7a02f377	3	AAAB	278
19ebe32c2c833bfa	1	ABBB	363
1a77f126a407fe59	1	ABBB	373
1ac032f354ac489c	2	AABB	157
1ae7145dd3e8a71f	0	BBBB	86
1aed11fd3e898349	2	AABB	314
1b44424da011fb92	2	AABB	320
1b9f2c9e8ad5d63e	1	ABBB	385
1bfdd5d4f6a36fc7	2	AABB	163
1c02b4caf564b4a9	2	AABB	164
1c1524dedd0f815e	2	AABB	165
1c6416adfe417a6f	2	AABB	332
1c7e6501a91092f2	1	ABBB	397
1c9791a405744297	2	AABB	336
1cb0560092b7621c	2	AABB	170
1cb37f6aa31e254e	1	ABBB	398
1cd7ab6378689d2f	0	BBBB	93
1d0a43cbfa4cb41b	0	BBBB	94
1d463971d625bea2	3	AAAB	313
1db9aff5d0cde4db	2	AABB	178
1dbb313084026fcf	2	AABB	179
1e1729454da91cdd	3	AAAB	320
1e625287656f06c9	3	AAAB	323
1e63344dc67d14af	1	ABBB	419
1e69fccbb1d931bc	1	ABBB	420
1e7557beb5b318c0	2	AABB	189
1e81f4c3c928c55c	3	AAAB	326
1e83e055ae6791ec	3	AAAB	327
1e946f8f3b6ffa06	2	AABB	190
1ea76b0883e5bbeb	1	ABBB	427
1eb8dc7f0bd36abd	2	AABB	191
1ed4260d6de77776	2	AABB	193
1ef3cd3f644dccdf	2	AABB	355
1ef884361530dd36	0	BBBB	101
1f10c80a74488f41	1	ABBB	432
1f1eba7d727cf68f	0	BBBB	104
1f2611d949e6a98c	1	ABBB	436
1f3747b52bb962b8	0	BBBB	105
1f74d4d04586c089	3	AAAB	336
1fafe508e53a932d	0	BBBB	110
1fc491ece70c184b	3	AAAB	337
1fc8984a1698d1bf	2	AABB	200
1fd57d821a70141f	2	AABB	201
20220ef819bd3dee	1	ABBB	443
204276dc6478e609	1	ABBB	445
2078fc15ad5af996	2	AABB	206
207f244b8690e413	1	ABBB	450
20afe9c8af80ac33	2	AABB	378
20b69b43ee59ba39	2	AABB	210
20c0dc0018773aeb	1	ABBB	452
20c7d8b911278e16	3	AAAB	348
213252b6d6024031	1	ABBB	457
2145dcb369d9580a	3	AAAB	354
21835871e6144e95	1	ABBB	466
218be26904e62f90	2	AABB	215
21a02ec6f6e58647	4	AAAA	66
21cb586456eba09e	2	AABB	217
21dcf213480d69ec	2	AABB	388
