AMGMInequality	FAIL
AMGMInequalityAristotle	PASS
AMGMInequalityOQ02OQ01	PASS
AMGMOperatorMeans	FAIL
AbelRuffini	FAIL
AbelRuffiniGaloisExtensions	FAIL
AbelRuffiniGaloisExtensionsOQ01	FAIL
AbelRuffiniGaloisExtensionsOQ02	FAIL
AbelRuffiniGaloisExtensionsOQ02OQ01	FAIL
AbelRuffiniGaloisExtensionsOQ03	FAIL
AbelRuffiniGaloisExtensionsOQ03OQ01	FAIL
AbelRuffiniGaloisExtensionsOQ04	FAIL
AbelRuffiniGaloisExtensionsOQ04OQ01	PASS
AbelRuffiniGaloisExtensionsOQ04OQ01OQ01	PASS
AbelRuffiniGaloisExtensionsOQ04OQ02	PASS
AbelRuffiniGaloisExtensionsOQ04OQ03	FAIL
AbelRuffiniGaloisExtensionsOQ05	FAIL
AbelRuffiniGaloisExtensionsOQ05OQ01	FAIL
AbelRuffiniGaloisExtensionsOQ05OQ02	PASS
AbelRuffiniGaloisExtensionsOQ06	FAIL
AbelRuffiniGaloisExtensionsOQ06GaloisDirection	FAIL
AbelRuffiniGaloisExtensionsOQ06GaloisDirectionAssembly	FAIL
AbelRuffiniGaloisExtensionsOQ06GaloisDirectionMainAssembly	FAIL
AbelRuffiniGaloisExtensionsOQ06GaloisDirectionStep1	PASS
AbelRuffiniGaloisExtensionsOQ06GaloisDirectionStep4	FAIL
AbelRuffiniGaloisExtensionsOQ07	PASS
AbelRuffiniGaloisExtensionsOQ10	FAIL
AbelRuffiniGaloisExtensionsOQ11	PASS
AbelRuffiniOQ03	FAIL
AbelRuffiniOQ04	FAIL
AbelRuffiniOQ04OQ01	FAIL
AbelRuffiniOQ04OQ01OQ01	PASS
AbelRuffiniOQ04OQ01OQ01OQ01	PASS
AbelRuffiniOQ04OQ01OQ02	PASS
AbelRuffiniOQ04OQ01OQ03	FAIL
AbelRuffiniOQ04OQ01OQ03OQ01	PASS
AbelRuffiniOQ04OQ01OQ03Sharp	FAIL
AbelRuffiniOQ04OQ01OQ03Sharpness	FAIL
AbelRuffiniOQ04OQ01OQ04	PASS
AbelRuffiniOQ04OQ01OQ04OQ01	PASS
AbelRuffiniOQ04OQ02	FAIL
AbelRuffiniOQ04OQ02OQ01	FAIL
AbelRuffiniOQ04OQ02OQ02	PASS
AbelRuffiniOQ04OQ02OQ02OQ01	PASS
AbelRuffiniOQ04OQ02OQ02OQ06	FAIL
AbelRuffiniOQ04OQ02OQ02OQ08	PASS
AbelRuffiniOQ04OQ02OQ02OQ08OQ01	PASS
AbelRuffiniOQ04OQ02OQ02OQ08OQ01OQ01	PASS
AbelRuffiniOQ04OQ02OQ02OQ08OQ01OQ01OQ01	PASS
AbelRuffiniOQ04OQ02OQ02OQ08OQ01OQ01OQ01OQ01	PASS
AbelRuffiniOQ04OQ02OQ02OQ08OQ01OQ01OQ01OQ01OQ01	PASS
AbelRuffiniOQ04OQ02OQ02OQ08OQ01OQ01OQ01OQ01OQ01OQ01	PASS
AbelRuffiniOQ04OQ02OQ02OQ08OQ01OQ01OQ01OQ01OQ01OQ01OQ01	PASS
AbelRuffiniOQ04OQ02OQ03	PASS
AbelRuffiniOQ04OQ02OQ04	PASS
AbelRuffiniOQ04OQ02OQ04OQ03	PASS
AbelRuffiniOQ04OQ03	FAIL
AbelRuffiniOQ04OQ04	FAIL
AbelRuffiniOQ04OQ07	PASS
AbelRuffiniOQ04OQ07OQ02	FAIL
AbelRuffiniOQ04OQ09Cyclic	FAIL
AbelRuffiniOQ06	FAIL
AbelRuffiniOQ06Aristotle	PASS
AbelRuffiniOQ06OQ01	FAIL
AbelRuffiniOQ06OQ01OQ03	FAIL
AbelRuffiniOQ07	PASS
AbelRuffiniOQ07ComplexConj	PASS
AbelRuffiniOQ07Discriminant	PASS
AbelRuffiniOQ07DiscriminantOQ01	PASS
AbelRuffiniOQ07DiscriminantOQ01OQ01	PASS
AbelRuffiniOQ07NotSolvable	FAIL
AbelRuffiniOQ07Order6	FAIL
AbelRuffiniOQ09	FAIL
AbelRuffiniOQ10	FAIL
AbelRuffiniOQ11	FAIL
AbelRuffiniObstructionOQ06	FAIL
AbundantDeficientDvdOQ04	PASS
AbundantMultiplesOQ01	PASS
AbundantNumberOQ01	PASS
AbundantNumberOQ0102	FAIL
AbundantNumberOQ02	PASS
AbundantNumberOQ02OQ01	PASS
AbundantNumberOQ02OQ01Capstone	PASS
AbundantNumberOQ02OQ01ExponentBound	PASS
AbundantNumberOQ02OQ01GeneralBound	PASS
AbundantNumberOQ02OQ01LowerBound	PASS
AbundantNumberOQ02OQ01Minimality	PASS
AbundantNumberOQ02OQ01OmegaSevenPrimes	PASS
AbundantNumberOQ02OQ01SevenPrimeExponents	PASS
AbundantNumberOQ02OQ01Squarefree	PASS
AbundantNumberOQ02OQ01Unconditional	PASS
AbundantOddCountingOQ0302	PASS
AbundantOddDensityOQ0301	PASS
AbundantOddDensityOQ030103	PASS
AbundantOddInfiniteOQ03	PASS
AbundantPrimitiveInfiniteOQ0104	PASS
AbundantPrimitiveOQ040102	PASS
AbundantStrictAbundancyOQ0401	PASS
AlgebraicNumbersCountable	PASS
AlgebraicNumbersCountableAristotle	PASS
AlgebraicNumbersCountableOQ01	PASS
AlgebraicNumbersCountableOQ01OQ01	FAIL
AlgebraicNumbersCountableOQ01OQ01OQ01	FAIL
AlgebraicNumbersCountableOQ01OQ03	FAIL
AlgebraicNumbersCountableOQ02	FAIL
AlgebraicNumbersCountableOQ02OQ02	FAIL
AlgebraicNumbersCountableOQ02OQ02OQ01	FAIL
AlgebraicNumbersCountableOQ02OQ02OQ03	PASS
AlgebraicNumbersCountableOQ02OQ03	FAIL
AlgebraicNumbersCountableOQ02OQ03OQ02	PASS
AlgebraicNumbersCountableOQ02OQ03OQ02OQ01	PASS
AlgebraicNumbersCountableOQ02OQ04	FAIL
AlgebraicNumbersCountableOQ02OQ04OQ01	FAIL
AlgebraicNumbersCountableOQ02OQ05	PASS
AlgebraicNumbersCountableOQ04	FAIL
AlgebraicNumbersCountableOQ05	PASS
AlgebraicNumbersCountableOQ05OQ01	PASS
AlgebraicNumbersCountableOQ05OQ04	PASS
AlgebraicNumbersCountableOQ05OQ04OQ01	PASS
AlgebraicPointsNull	FAIL
AlgebraicRealsMeager	PASS
AlgebraicRealsMeagerDenseGDelta	PASS
AlgebraicRealsMeagerDenseGDeltaOQ01	PASS
AlgebraicRealsMeagerDenseGDeltaOQ02	PASS
AlgebraicRealsMeagerDenseGDeltaOQ03	PASS
AlgebraicRealsMeagerOQ02	PASS
AlgebraicRealsMeagerOQ02OQ01	PASS
AlgebraicRealsMeagerOQ02OQ01Dense	PASS
AlgebraicRealsMeagerOQ02OQ01Equivariant	PASS
AlgebraicRealsMeagerOQ02OQ01Product	PASS
AlgebraicRealsMeagerOQ03	PASS
AlgebraicRealsNull	FAIL
AlternatingSeriesBooleSummation	PASS
AlternatingSeriesBooleSummationOQ01	PASS
AlternatingSeriesBooleSummationOQ01OQ02	PASS
AlternatingSeriesBooleSummationOQ01OQ02OQ02	PASS
AlternatingSeriesBooleSummationOQ02	PASS
AlternatingSeriesBooleSummationOQ03	PASS
AlternatingSeriesBooleSummationOQ03OQ01	PASS
AlternatingSeriesTestOQ01	PASS
AlternatingSeriesTestOQ01OQ01	PASS
AlternatingSeriesTestOQ01OQ01OQ02	PASS
AlternatingSeriesTestOQ01OQ02	PASS
AlternatingSeriesTestOQ01OQ02OQ01	PASS
AlternatingSeriesTestOQ01OQ02OQ02	PASS
AmgmInequalityOQ02	FAIL
AmgmInequalityOQ02Aristotle	FAIL
AmgmInequalityOQ02Defs	FAIL
AmgmInequalityOQ02OQ01OQ01	PASS
AmgmInequalityOQ02OQ01OQ01OQ01	PASS
AmgmInequalityOQ02OQ01OQ01OQ02	PASS
AmgmInequalityOQ02OQ01OQ02	FAIL
AmgmInequalityOQ02OQ01OQ02OQ01	PASS
AmgmInequalityOQ02OQ01OQ02OQ01Aristotle	FAIL
AmgmInequalityOQ02OQ01OQ02OQ01OQ01	PASS
AmgmInequalityOQ02OQ01OQ02OQ01OQ01OQ01	PASS
AmgmInequalityOQ02OQ01OQ02OQ01OQ01OQ01OQ01	FAIL
AmgmInequalityOQ02OQ01OQ02OQ01OQ01OQ01OQ01OQ01	FAIL
AmgmInequalityOQ02OQ01OQ02OQ01OQ03	FAIL
AmgmInequalityOQ02OQ01OQ03	PASS
AmgmInequalityOQ02OQ01OQ03Finset	PASS
AmgmInequalityOQ02OQ01OQ03OQ01	PASS
AmgmInequalityOQ02OQ01OQ03OQ01OQ01	PASS
AmgmInequalityOQ02OQ01OQ03OQ01OQ01OQ02	PASS
AmgmInequalityOQ02OQ01OQ04	PASS
AmgmInequalityOQ02OQ01OQ05	PASS
AmgmInequalityOQ02OQ01OQ05OQ01	PASS
AmgmInequalityOQ02OQ02	FAIL
AmgmInequalityOQ02OQ02OQ02	FAIL
AmgmInequalityOQ02OQ02OQ03	PASS
AmgmInequalityOQ02OQ02OQ05	PASS
AmgmInequalityOQ02OQ03	FAIL
AmgmInequalityOQ02OQ03OQ03	FAIL
AmgmInequalityOQ02OQ03OQ03OQ01	FAIL
AmgmInequalityOQ02OQ03OQ03OQ02	FAIL
AmgmInequalityOQ02OQ03OQ03OQ03	PASS
AmgmInequalityOQ02OQ04	PASS
AmgmInequalityOQ02OQ05	PASS
AmgmInequalityOQ03	PASS
AmgmInequalityOQ03OQ01OQ01	PASS
AmgmInequalityOQ03OQ01OQ02	PASS
AmgmInequalityOQ03OQ02OQ01	PASS
AmgmInequalityOQ03OQ02OQ01OQ01	PASS
AmgmInequalityOQ03OQ02OQ01OQ02	FAIL
AmgmInequalityOQ03OQ02OQ02	PASS
AmgmInequalityOQ03OQ02OQ04	PASS
AmgmInequalityOQ03OQ02OQ04OQ02	PASS
AmgmInequalityOQ03OQ03	PASS
AmgmInequalityOQ03OQ03OQ02	PASS
AmgmInequalityOQ03OQ04	FAIL
AmgmInequalityOQ03OQ04OQ02	FAIL
AmgmInequalityOQ04	PASS
AmgmInequalityOQ04OQ01	PASS
AmgmInequalityOQ04OQ02	FAIL
AmgmInequalityOQ04OQ03	PASS
AmgmInequalityOQ04OQ03Wallis	PASS
AmgmInequalityOQ04OQ04	PASS
AmgmInequalityOQ04OQ05	PASS
AmgmInequalityOQ05	PASS
AmgmInequalityOQ05OQ01	FAIL
AmgmInequalityOQ05OQ02	PASS
AmgmInequalityOQ05OQ02OQ01	PASS
AmgmInequalityPowerMeanLimits	PASS
AngleTrisection	FAIL
AngleTrisectionAristotle	PASS
AngleTrisectionCos20Gal	FAIL
AngleTrisectionCos20GalOQ01	FAIL
AngleTrisectionCos20GalOQ01OQ01	FAIL
AngleTrisectionCos20GalOQ01OQ02	FAIL
AngleTrisectionCos20GalOQ01OQ02OQ02	FAIL
AngleTrisectionCos20GalOQ01OQ03	PASS
AngleTrisectionCos20GalOQ02	PASS
AngleTrisectionCos20GalOQ02OQ01	PASS
AngleTrisectionCos20GalOQ02OQ02	PASS
AngleTrisectionCos20GalOQ03	FAIL
AngleTrisectionCos20GalOQ03OQ01	FAIL
AngleTrisectionEmbedding	FAIL
AngleTrisectionOQ01	PASS
AngleTrisectionOQ01OQ02	PASS
AngleTrisectionOQ01OQ04	PASS
AngleTrisectionOQ01OQ04OQ02	PASS
AngleTrisectionOQ02	FAIL
AngleTrisectionOQ02OQ01	PASS
AngleTrisectionOQ02OQ01OQ01	PASS
AngleTrisectionOQ02OQ01OQ01OQ01	PASS
AngleTrisectionOQ02OQ01OQ01OQ01OQ01	PASS
AngleTrisectionOQ02OQ01OQ01OQ01OQ01OQ05	PASS
AngleTrisectionOQ02OQ01OQ01OQ01OQ01OQ05OQ02	PASS
AngleTrisectionOQ02OQ01OQ02	FAIL
AngleTrisectionOQ02OQ01OQ02Aristotle	FAIL
AngleTrisectionOQ02OQ01OQ02Incomplete01	FAIL
